QUESTION;NLU OUTPUT;BEST FRAME;CERTAINTY SCORE;TEXTUAL RESPONSE;VISUAL RESPONSE
How many states are These;{'user_input': 'How many states are These', 'intent': 'fsa-practical', 'argument': 'state', 'dialogue_act': 'Ta:request', 'frame': {'numberOfStates': '?'}};{'intent': 'fsa-practical', 'argument': 'state', 'dialogue_acts_list': ['Ta:request'], 'correctedFrame': {'numberOfStates': '?'}};1.0;This automaton has 5 states;[{'style_name': 'stroke', 'style_value': '#04ed00', 'symbol': 'simbolo-q0'}, {'style_name': 'stroke', 'style_value': '#04ed00', 'symbol': 'simbolo-q1'}, {'style_name': 'stroke', 'style_value': '#04ed00', 'symbol': 'simbolo-q2'}, {'style_name': 'stroke', 'style_value': '#04ed00', 'symbol': 'simbolo-q3'}, {'style_name': 'stroke', 'style_value': '#04ed00', 'symbol': 'simbolo-q4'}]
Which one si the final state;{'user_input': 'Which one si the final state', 'intent': 'fsa-practical', 'argument': 'state', 'dialogue_act': 'Ta:request', 'frame': {'finalStates': '?'}};{'intent': 'fsa-practical', 'argument': 'state', 'dialogue_acts_list': ['Ta:request'], 'correctedFrame': {'finalStates': '?'}};1.0;The final state is q0.;[{'style_name': 'stroke', 'style_value': '#04ed00', 'symbol': 'simbolo-q0'}]
What is the starting state;{'user_input': 'What is the starting state', 'intent': 'fsa-practical', 'argument': 'state', 'dialogue_act': 'Ta:request', 'frame': {'initialState': '?'}};{'intent': 'fsa-practical', 'argument': 'state', 'dialogue_acts_list': ['Ta:request'], 'correctedFrame': {'initialState': '?'}};1.0;The initial state is q0.;[{'style_name': 'stroke', 'style_value': '#04ed00', 'symbol': 'simbolo-q0'}]
What direction are the connections between the states;{'user_input': 'What direction are the connections between the states', 'intent': 'fsa-practical', 'argument': 'transition', 'dialogue_act': 'Ta:request', 'frame': {'transitions': []}};{'intent': 'fsa-practical', 'argument': 'transition', 'dialogue_acts_list': ['Ta:request'], 'correctedFrame': {}};0.0;The automaton has 5 transitions: q0 with value 1 goes to q1, q1 with value 1 goes to q2, q2 with value 0 goes to q3, q3 with value 0 goes to q4, q4 with value 0 goes to q0.;[{'style_name': 'stroke', 'style_value': '#04ed00', 'symbol': 'simbolo-q0-q1'}, {'style_name': 'stroke', 'style_value': '#04ed00', 'symbol': 'simbolo-q1-q2'}, {'style_name': 'stroke', 'style_value': '#04ed00', 'symbol': 'simbolo-q2-q3'}, {'style_name': 'stroke', 'style_value': '#04ed00', 'symbol': 'simbolo-q3-q4'}, {'style_name': 'stroke', 'style_value': '#04ed00', 'symbol': 'simbolo-q4-q0'}]
initial state;{'user_input': 'initial state', 'intent': 'fsa-practical', 'argument': 'state', 'dialogue_act': 'Ta:request', 'frame': {'initialState': '?'}};{'intent': 'fsa-practical', 'argument': 'state', 'dialogue_acts_list': ['Ta:request'], 'correctedFrame': {'initialState': '?'}};1.0;The initial state is q0.;[{'style_name': 'stroke', 'style_value': '#04ed00', 'symbol': 'simbolo-q0'}]
arc from q0;{'user_input': 'arc from q0', 'intent': 'fsa-practical', 'argument': 'transition', 'dialogue_act': 'Ta:request', 'frame': {'transitions': [['q0', '?', '?']]}};{'intent': 'fsa-practical', 'argument': 'transition', 'dialogue_acts_list': ['Ta:request'], 'correctedFrame': {'transitions': [['q0', '*', '?']]}};0.7333333333333333;the transition is not defined.;[]
transition from q1;{'user_input': 'transition from q1', 'intent': 'fsa-practical', 'argument': 'transition', 'dialogue_act': 'Ta:request', 'frame': {'transitions': []}};{'intent': 'fsa-practical', 'argument': 'transition', 'dialogue_acts_list': ['Ta:request'], 'correctedFrame': {}};0.0;The automaton has 5 transitions: q0 with value 1 goes to q1, q1 with value 1 goes to q2, q2 with value 0 goes to q3, q3 with value 0 goes to q4, q4 with value 0 goes to q0.;[{'style_name': 'stroke', 'style_value': '#04ed00', 'symbol': 'simbolo-q0-q1'}, {'style_name': 'stroke', 'style_value': '#04ed00', 'symbol': 'simbolo-q1-q2'}, {'style_name': 'stroke', 'style_value': '#04ed00', 'symbol': 'simbolo-q2-q3'}, {'style_name': 'stroke', 'style_value': '#04ed00', 'symbol': 'simbolo-q3-q4'}, {'style_name': 'stroke', 'style_value': '#04ed00', 'symbol': 'simbolo-q4-q0'}]
transitions;{'user_input': 'transitions', 'intent': 'fsa-practical', 'argument': 'transition', 'dialogue_act': 'Ta:request', 'frame': {'transitions': []}};{'intent': 'fsa-practical', 'argument': 'transition', 'dialogue_acts_list': ['Ta:request'], 'correctedFrame': {}};0.0;The automaton has 5 transitions: q0 with value 1 goes to q1, q1 with value 1 goes to q2, q2 with value 0 goes to q3, q3 with value 0 goes to q4, q4 with value 0 goes to q0.;[{'style_name': 'stroke', 'style_value': '#04ed00', 'symbol': 'simbolo-q0-q1'}, {'style_name': 'stroke', 'style_value': '#04ed00', 'symbol': 'simbolo-q1-q2'}, {'style_name': 'stroke', 'style_value': '#04ed00', 'symbol': 'simbolo-q2-q3'}, {'style_name': 'stroke', 'style_value': '#04ed00', 'symbol': 'simbolo-q3-q4'}, {'style_name': 'stroke', 'style_value': '#04ed00', 'symbol': 'simbolo-q4-q0'}]
pattern;{'user_input': 'pattern', 'intent': 'fsa-practical', 'argument': 'pattern', 'dialogue_act': 'Ta:request', 'frame': {'patternType': '?'}};{};0.0;Could you be more specific?;[]
loops;{'user_input': 'loops', 'intent': 'fsa-practical', 'argument': None, 'dialogue_act': 'Ta:propositionalQuestion', 'frame': {'loopType': '?'}};{'intent': 'fsa-practical', 'argument': 'automaton', 'dialogue_acts_list': ['Ta:request'], 'correctedFrame': {}};0.0;The automaton accepts zero or more words formed by a sequence of the type 11000. In total there are 5 states: q0, q1, q2, q3 e q4. q0 is both the initial and the final state. The transitions are: q0 with value 1 goes to q1, q1 with value 1 goes to q2, q2 with value 0 goes to q3, q3 with value 0 goes to q4, q4 with value 0 goes to q0.;[]
how many loops are there;{'user_input': 'how many loops are there', 'intent': 'fsa-practical', 'argument': 'transition', 'dialogue_act': 'Ta:request', 'frame': {'numberOfTransitions': '?'}};{'intent': 'fsa-practical', 'argument': 'transition', 'dialogue_acts_list': ['Ta:request'], 'correctedFrame': {}};0.0;The automaton has 5 transitions: q0 with value 1 goes to q1, q1 with value 1 goes to q2, q2 with value 0 goes to q3, q3 with value 0 goes to q4, q4 with value 0 goes to q0.;[{'style_name': 'stroke', 'style_value': '#04ed00', 'symbol': 'simbolo-q0-q1'}, {'style_name': 'stroke', 'style_value': '#04ed00', 'symbol': 'simbolo-q1-q2'}, {'style_name': 'stroke', 'style_value': '#04ed00', 'symbol': 'simbolo-q2-q3'}, {'style_name': 'stroke', 'style_value': '#04ed00', 'symbol': 'simbolo-q3-q4'}, {'style_name': 'stroke', 'style_value': '#04ed00', 'symbol': 'simbolo-q4-q0'}]
what are the states and the connections between states;{'user_input': 'what are the states and the connections between states', 'intent': 'fsa-practical', 'argument': 'state', 'dialogue_act': 'Ta:request', 'frame': {'states': '?', 'transitions': []}};{'intent': 'fsa-practical', 'argument': 'state', 'dialogue_acts_list': ['Ta:propositionalQuestion'], 'correctedFrame': {'states': ['q0']}};0.1;The state q0 exists.;[{'style_name': 'stroke', 'style_value': '#04ed00', 'symbol': 'simbolo-q0'}]
what are the states and the transitions;{'user_input': 'what are the states and the transitions', 'intent': 'fsa-practical', 'argument': 'transition', 'dialogue_act': 'Ta:request', 'frame': {'states': '?', 'transitions': []}};{'intent': 'fsa-practical', 'argument': 'transition', 'dialogue_acts_list': ['Ta:request'], 'correctedFrame': {}};0.0;The automaton has 5 transitions: q0 with value 1 goes to q1, q1 with value 1 goes to q2, q2 with value 0 goes to q3, q3 with value 0 goes to q4, q4 with value 0 goes to q0.;[{'style_name': 'stroke', 'style_value': '#04ed00', 'symbol': 'simbolo-q0-q1'}, {'style_name': 'stroke', 'style_value': '#04ed00', 'symbol': 'simbolo-q1-q2'}, {'style_name': 'stroke', 'style_value': '#04ed00', 'symbol': 'simbolo-q2-q3'}, {'style_name': 'stroke', 'style_value': '#04ed00', 'symbol': 'simbolo-q3-q4'}, {'style_name': 'stroke', 'style_value': '#04ed00', 'symbol': 'simbolo-q4-q0'}]
which are the states and the transitions;{'user_input': 'which are the states and the transitions', 'intent': 'fsa-practical', 'argument': 'transition', 'dialogue_act': 'Ta:request', 'frame': {'states': '?', 'transitions': []}};{'intent': 'fsa-practical', 'argument': 'transition', 'dialogue_acts_list': ['Ta:request'], 'correctedFrame': {}};0.0;The automaton has 5 transitions: q0 with value 1 goes to q1, q1 with value 1 goes to q2, q2 with value 0 goes to q3, q3 with value 0 goes to q4, q4 with value 0 goes to q0.;[{'style_name': 'stroke', 'style_value': '#04ed00', 'symbol': 'simbolo-q0-q1'}, {'style_name': 'stroke', 'style_value': '#04ed00', 'symbol': 'simbolo-q1-q2'}, {'style_name': 'stroke', 'style_value': '#04ed00', 'symbol': 'simbolo-q2-q3'}, {'style_name': 'stroke', 'style_value': '#04ed00', 'symbol': 'simbolo-q3-q4'}, {'style_name': 'stroke', 'style_value': '#04ed00', 'symbol': 'simbolo-q4-q0'}]
states and transitions;{'user_input': 'states and transitions', 'intent': 'fsa-practical', 'argument': 'state', 'dialogue_act': 'Ta:request', 'frame': {'states': '?', 'transitions': []}};{'intent': 'fsa-practical', 'argument': 'state', 'dialogue_acts_list': ['Ta:propositionalQuestion'], 'correctedFrame': {'states': ['q0']}};0.1;The state q0 exists.;[{'style_name': 'stroke', 'style_value': '#04ed00', 'symbol': 'simbolo-q0'}]
what are the transitions;{'user_input': 'what are the transitions', 'intent': 'fsa-practical', 'argument': 'transition', 'dialogue_act': 'Ta:request', 'frame': {'transitions': []}};{'intent': 'fsa-practical', 'argument': 'transition', 'dialogue_acts_list': ['Ta:request'], 'correctedFrame': {}};0.0;The automaton has 5 transitions: q0 with value 1 goes to q1, q1 with value 1 goes to q2, q2 with value 0 goes to q3, q3 with value 0 goes to q4, q4 with value 0 goes to q0.;[{'style_name': 'stroke', 'style_value': '#04ed00', 'symbol': 'simbolo-q0-q1'}, {'style_name': 'stroke', 'style_value': '#04ed00', 'symbol': 'simbolo-q1-q2'}, {'style_name': 'stroke', 'style_value': '#04ed00', 'symbol': 'simbolo-q2-q3'}, {'style_name': 'stroke', 'style_value': '#04ed00', 'symbol': 'simbolo-q3-q4'}, {'style_name': 'stroke', 'style_value': '#04ed00', 'symbol': 'simbolo-q4-q0'}]
arc between q0 and q1;{'user_input': 'arc between q0 and q1', 'intent': 'fsa-practical', 'argument': 'transition', 'dialogue_act': 'Ta:request', 'frame': {'transitions': [['q0', 'q1', '?']]}};{'intent': 'fsa-practical', 'argument': 'transition', 'dialogue_acts_list': ['Ta:propositionalQuestion'], 'correctedFrame': {'transitions': [['q0', 'q1', '?']]}};1.0;The transition between q0 and q1 is with value 1.;[{'style_name': 'stroke', 'style_value': '#04ed00', 'symbol': 'simbolo-q0-q1'}]
describe the transitions;{'user_input': 'describe the transitions', 'intent': 'fsa-practical', 'argument': 'transition', 'dialogue_act': 'Ta:request', 'frame': {'transitions': []}};{'intent': 'fsa-practical', 'argument': 'transition', 'dialogue_acts_list': ['Ta:request'], 'correctedFrame': {}};0.0;The automaton has 5 transitions: q0 with value 1 goes to q1, q1 with value 1 goes to q2, q2 with value 0 goes to q3, q3 with value 0 goes to q4, q4 with value 0 goes to q0.;[{'style_name': 'stroke', 'style_value': '#04ed00', 'symbol': 'simbolo-q0-q1'}, {'style_name': 'stroke', 'style_value': '#04ed00', 'symbol': 'simbolo-q1-q2'}, {'style_name': 'stroke', 'style_value': '#04ed00', 'symbol': 'simbolo-q2-q3'}, {'style_name': 'stroke', 'style_value': '#04ed00', 'symbol': 'simbolo-q3-q4'}, {'style_name': 'stroke', 'style_value': '#04ed00', 'symbol': 'simbolo-q4-q0'}]
how is marked the arc between q0 and q2;{'user_input': 'how is marked the arc between q0 and q2', 'intent': 'fsa-practical', 'argument': 'transition', 'dialogue_act': 'Ta:request', 'frame': {'transitions': [['q0', 'q2', '?']]}};{'intent': 'fsa-practical', 'argument': 'transition', 'dialogue_acts_list': ['Ta:propositionalQuestion'], 'correctedFrame': {'transitions': [['q0', 'q2', '?']]}};1.0;there is no transition between q0 and q2.;[]
how is represented;{'user_input': 'how is represented', 'intent': 'fsa-practical', 'argument': None, 'dialogue_act': 'Ta:request', 'frame': {}};{'intent': 'fsa-practical', 'argument': 'automaton', 'dialogue_acts_list': ['Ta:request'], 'correctedFrame': {}};1.0;The automaton accepts zero or more words formed by a sequence of the type 11000. In total there are 5 states: q0, q1, q2, q3 e q4. q0 is both the initial and the final state. The transitions are: q0 with value 1 goes to q1, q1 with value 1 goes to q2, q2 with value 0 goes to q3, q3 with value 0 goes to q4, q4 with value 0 goes to q0.;[]
final states;{'user_input': 'final states', 'intent': 'fsa-practical', 'argument': 'state', 'dialogue_act': 'Ta:request', 'frame': {'finalStates': '?'}};{'intent': 'fsa-practical', 'argument': 'state', 'dialogue_acts_list': ['Ta:request'], 'correctedFrame': {'finalStates': '?'}};1.0;The final state is q0.;[{'style_name': 'stroke', 'style_value': '#04ed00', 'symbol': 'simbolo-q0'}]
start states;{'user_input': 'start states', 'intent': 'fsa-practical', 'argument': 'state', 'dialogue_act': 'Ta:request', 'frame': {'states': '?'}};{'intent': 'fsa-practical', 'argument': 'state', 'dialogue_acts_list': ['Ta:propositionalQuestion'], 'correctedFrame': {'states': ['q0']}};0.2;The state q0 exists.;[{'style_name': 'stroke', 'style_value': '#04ed00', 'symbol': 'simbolo-q0'}]
which is the start state;{'user_input': 'which is the start state', 'intent': 'fsa-practical', 'argument': 'state', 'dialogue_act': 'Ta:request', 'frame': {'initialState': '?'}};{'intent': 'fsa-practical', 'argument': 'state', 'dialogue_acts_list': ['Ta:request'], 'correctedFrame': {'initialState': '?'}};1.0;The initial state is q0.;[{'style_name': 'stroke', 'style_value': '#04ed00', 'symbol': 'simbolo-q0'}]
Tell me a little bit about the automaton;{'user_input': 'Tell me a little bit about the automaton', 'intent': 'fsa-practical', 'argument': 'automaton', 'dialogue_act': 'Ta:request', 'frame': {}};{'intent': 'fsa-practical', 'argument': 'automaton', 'dialogue_acts_list': ['Ta:request'], 'correctedFrame': {}};1.0;The automaton accepts zero or more words formed by a sequence of the type 11000. In total there are 5 states: q0, q1, q2, q3 e q4. q0 is both the initial and the final state. The transitions are: q0 with value 1 goes to q1, q1 with value 1 goes to q2, q2 with value 0 goes to q3, q3 with value 0 goes to q4, q4 with value 0 goes to q0.;[]
Is there a pattern among the transitions;{'user_input': 'Is there a pattern among the transitions', 'intent': 'fsa-practical', 'argument': 'pattern', 'dialogue_act': 'Ta:request', 'frame': {'patternExistence': '?'}};{};0.0;Could you be more specific?;[]
Does the automaton accept a language allowing words made of an odd number of 0s and 1s;{'user_input': 'Does the automaton accept a language allowing words made of an odd number of 0s and 1s', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:request', 'frame': {'input': 'oddNumberOfZAndOnes'}};{};0.0;Could you be more specific?;[]
Is it possible to repeat transitions;{'user_input': 'Is it possible to repeat transitions', 'intent': 'fsa-practical', 'argument': 'transition', 'dialogue_act': 'Ta:request', 'frame': {'transitions': []}};{'intent': 'fsa-practical', 'argument': 'transition', 'dialogue_acts_list': ['Ta:request'], 'correctedFrame': {}};0.0;The automaton has 5 transitions: q0 with value 1 goes to q1, q1 with value 1 goes to q2, q2 with value 0 goes to q3, q3 with value 0 goes to q4, q4 with value 0 goes to q0.;[{'style_name': 'stroke', 'style_value': '#04ed00', 'symbol': 'simbolo-q0-q1'}, {'style_name': 'stroke', 'style_value': '#04ed00', 'symbol': 'simbolo-q1-q2'}, {'style_name': 'stroke', 'style_value': '#04ed00', 'symbol': 'simbolo-q2-q3'}, {'style_name': 'stroke', 'style_value': '#04ed00', 'symbol': 'simbolo-q3-q4'}, {'style_name': 'stroke', 'style_value': '#04ed00', 'symbol': 'simbolo-q4-q0'}]
describe it;{'user_input': 'describe it', 'intent': 'fsa-practical', 'argument': None, 'dialogue_act': 'Ta:request', 'frame': {}};{'intent': 'fsa-practical', 'argument': 'automaton', 'dialogue_acts_list': ['Ta:request'], 'correctedFrame': {}};1.0;The automaton accepts zero or more words formed by a sequence of the type 11000. In total there are 5 states: q0, q1, q2, q3 e q4. q0 is both the initial and the final state. The transitions are: q0 with value 1 goes to q1, q1 with value 1 goes to q2, q2 with value 0 goes to q3, q3 with value 0 goes to q4, q4 with value 0 goes to q0.;[]
arcs between q4 and q0;{'user_input': 'arcs between q4 and q0', 'intent': 'fsa-practical', 'argument': 'transition', 'dialogue_act': 'Ta:request', 'frame': {'transitions': [['q4', 'q0', '?']]}};{'intent': 'fsa-practical', 'argument': 'transition', 'dialogue_acts_list': ['Ta:propositionalQuestion'], 'correctedFrame': {'transitions': [['q4', 'q0', '?']]}};1.0;The transition between q4 and q0 is with value 0.;[{'style_name': 'stroke', 'style_value': '#04ed00', 'symbol': 'simbolo-q4-q0'}]
arcs from q4;{'user_input': 'arcs from q4', 'intent': 'fsa-practical', 'argument': 'transition', 'dialogue_act': 'Ta:request', 'frame': {'transitions': [['q4', '?', '?']]}};{'intent': 'fsa-practical', 'argument': 'transition', 'dialogue_acts_list': ['Ta:request'], 'correctedFrame': {'transitions': [['q4', '*', '?']]}};0.7333333333333333;the transition is not defined.;[]
which is initial state;{'user_input': 'which is initial state', 'intent': 'fsa-practical', 'argument': 'state', 'dialogue_act': 'Ta:request', 'frame': {'initialState': '?'}};{'intent': 'fsa-practical', 'argument': 'state', 'dialogue_acts_list': ['Ta:request'], 'correctedFrame': {'initialState': '?'}};1.0;The initial state is q0.;[{'style_name': 'stroke', 'style_value': '#04ed00', 'symbol': 'simbolo-q0'}]
which is final state;{'user_input': 'which is final state', 'intent': 'fsa-practical', 'argument': 'state', 'dialogue_act': 'Ta:request', 'frame': {'finalStates': '?'}};{'intent': 'fsa-practical', 'argument': 'state', 'dialogue_acts_list': ['Ta:request'], 'correctedFrame': {'finalStates': '?'}};1.0;The final state is q0.;[{'style_name': 'stroke', 'style_value': '#04ed00', 'symbol': 'simbolo-q0'}]
final state;{'user_input': 'final state', 'intent': 'fsa-practical', 'argument': 'state', 'dialogue_act': 'Ta:request', 'frame': {'finalStates': '?'}};{'intent': 'fsa-practical', 'argument': 'state', 'dialogue_acts_list': ['Ta:request'], 'correctedFrame': {'finalStates': '?'}};1.0;The final state is q0.;[{'style_name': 'stroke', 'style_value': '#04ed00', 'symbol': 'simbolo-q0'}]
arc from q2 to q1;{'user_input': 'arc from q2 to q1', 'intent': 'fsa-practical', 'argument': 'transition', 'dialogue_act': 'Ta:request', 'frame': {'transitions': [['q2', 'q1', '?']]}};{'intent': 'fsa-practical', 'argument': 'transition', 'dialogue_acts_list': ['Ta:propositionalQuestion'], 'correctedFrame': {'transitions': [['q2', 'q1', '?']]}};1.0;there is no transition between q2 and q1.;[]
label from q3 to q4;{'user_input': 'label from q3 to q4', 'intent': 'fsa-practical', 'argument': 'transition', 'dialogue_act': 'Ta:request', 'frame': {'transitions': [['q3', 'q4', '?']]}};{'intent': 'fsa-practical', 'argument': 'transition', 'dialogue_acts_list': ['Ta:propositionalQuestion'], 'correctedFrame': {'transitions': [['q3', 'q4', '?']]}};1.0;The transition between q3 and q4 is with value 0.;[{'style_name': 'stroke', 'style_value': '#04ed00', 'symbol': 'simbolo-q3-q4'}]
how many arcs;{'user_input': 'how many arcs', 'intent': 'fsa-practical', 'argument': 'transition', 'dialogue_act': 'Ta:request', 'frame': {'numberOfTransitions': '?'}};{'intent': 'fsa-practical', 'argument': 'transition', 'dialogue_acts_list': ['Ta:request'], 'correctedFrame': {}};0.0;The automaton has 5 transitions: q0 with value 1 goes to q1, q1 with value 1 goes to q2, q2 with value 0 goes to q3, q3 with value 0 goes to q4, q4 with value 0 goes to q0.;[{'style_name': 'stroke', 'style_value': '#04ed00', 'symbol': 'simbolo-q0-q1'}, {'style_name': 'stroke', 'style_value': '#04ed00', 'symbol': 'simbolo-q1-q2'}, {'style_name': 'stroke', 'style_value': '#04ed00', 'symbol': 'simbolo-q2-q3'}, {'style_name': 'stroke', 'style_value': '#04ed00', 'symbol': 'simbolo-q3-q4'}, {'style_name': 'stroke', 'style_value': '#04ed00', 'symbol': 'simbolo-q4-q0'}]
pattern among arcs;{'user_input': 'pattern among arcs', 'intent': 'fsa-practical', 'argument': 'pattern', 'dialogue_act': 'Ta:request', 'frame': {'patternType': '?'}};{};0.0;Could you be more specific?;[]
which are the states connected with 0;{'user_input': 'which are the states connected with 0', 'intent': 'fsa-practical', 'argument': 'state', 'dialogue_act': 'Ta:request', 'frame': {'states': '?'}};{'intent': 'fsa-practical', 'argument': 'state', 'dialogue_acts_list': ['Ta:propositionalQuestion'], 'correctedFrame': {'states': ['q0']}};0.2;The state q0 exists.;[{'style_name': 'stroke', 'style_value': '#04ed00', 'symbol': 'simbolo-q0'}]
what arcs are marked with 0;{'user_input': 'what arcs are marked with 0', 'intent': 'fsa-practical', 'argument': 'transition', 'dialogue_act': 'Ta:request', 'frame': {'transitions': []}};{'intent': 'fsa-practical', 'argument': 'transition', 'dialogue_acts_list': ['Ta:request'], 'correctedFrame': {}};0.0;The automaton has 5 transitions: q0 with value 1 goes to q1, q1 with value 1 goes to q2, q2 with value 0 goes to q3, q3 with value 0 goes to q4, q4 with value 0 goes to q0.;[{'style_name': 'stroke', 'style_value': '#04ed00', 'symbol': 'simbolo-q0-q1'}, {'style_name': 'stroke', 'style_value': '#04ed00', 'symbol': 'simbolo-q1-q2'}, {'style_name': 'stroke', 'style_value': '#04ed00', 'symbol': 'simbolo-q2-q3'}, {'style_name': 'stroke', 'style_value': '#04ed00', 'symbol': 'simbolo-q3-q4'}, {'style_name': 'stroke', 'style_value': '#04ed00', 'symbol': 'simbolo-q4-q0'}]
what are the arcs;{'user_input': 'what are the arcs', 'intent': 'fsa-practical', 'argument': 'transition', 'dialogue_act': 'Ta:request', 'frame': {'transitions': []}};{'intent': 'fsa-practical', 'argument': 'transition', 'dialogue_acts_list': ['Ta:request'], 'correctedFrame': {}};0.0;The automaton has 5 transitions: q0 with value 1 goes to q1, q1 with value 1 goes to q2, q2 with value 0 goes to q3, q3 with value 0 goes to q4, q4 with value 0 goes to q0.;[{'style_name': 'stroke', 'style_value': '#04ed00', 'symbol': 'simbolo-q0-q1'}, {'style_name': 'stroke', 'style_value': '#04ed00', 'symbol': 'simbolo-q1-q2'}, {'style_name': 'stroke', 'style_value': '#04ed00', 'symbol': 'simbolo-q2-q3'}, {'style_name': 'stroke', 'style_value': '#04ed00', 'symbol': 'simbolo-q3-q4'}, {'style_name': 'stroke', 'style_value': '#04ed00', 'symbol': 'simbolo-q4-q0'}]
overview of the automaton;{'user_input': 'overview of the automaton', 'intent': 'fsa-practical', 'argument': 'automaton', 'dialogue_act': 'Ta:request', 'frame': {'graphicRepresentation': '?'}};{'intent': 'fsa-practical', 'argument': 'automaton', 'dialogue_acts_list': ['Ta:request'], 'correctedFrame': {}};0.0;The automaton accepts zero or more words formed by a sequence of the type 11000. In total there are 5 states: q0, q1, q2, q3 e q4. q0 is both the initial and the final state. The transitions are: q0 with value 1 goes to q1, q1 with value 1 goes to q2, q2 with value 0 goes to q3, q3 with value 0 goes to q4, q4 with value 0 goes to q0.;[]
how is the automaton;{'user_input': 'how is the automaton', 'intent': 'fsa-practical', 'argument': 'automaton', 'dialogue_act': 'Ta:request', 'frame': {}};{'intent': 'fsa-practical', 'argument': 'automaton', 'dialogue_acts_list': ['Ta:request'], 'correctedFrame': {}};1.0;The automaton accepts zero or more words formed by a sequence of the type 11000. In total there are 5 states: q0, q1, q2, q3 e q4. q0 is both the initial and the final state. The transitions are: q0 with value 1 goes to q1, q1 with value 1 goes to q2, q2 with value 0 goes to q3, q3 with value 0 goes to q4, q4 with value 0 goes to q0.;[]
how many 0 arcs are here;{'user_input': 'how many 0 arcs are here', 'intent': 'fsa-practical', 'argument': 'transition', 'dialogue_act': 'Ta:request', 'frame': {'numberOfZeroTransitions': '?'}};{'intent': 'fsa-practical', 'argument': 'transition', 'dialogue_acts_list': ['Ta:request'], 'correctedFrame': {}};0.0;The automaton has 5 transitions: q0 with value 1 goes to q1, q1 with value 1 goes to q2, q2 with value 0 goes to q3, q3 with value 0 goes to q4, q4 with value 0 goes to q0.;[{'style_name': 'stroke', 'style_value': '#04ed00', 'symbol': 'simbolo-q0-q1'}, {'style_name': 'stroke', 'style_value': '#04ed00', 'symbol': 'simbolo-q1-q2'}, {'style_name': 'stroke', 'style_value': '#04ed00', 'symbol': 'simbolo-q2-q3'}, {'style_name': 'stroke', 'style_value': '#04ed00', 'symbol': 'simbolo-q3-q4'}, {'style_name': 'stroke', 'style_value': '#04ed00', 'symbol': 'simbolo-q4-q0'}]
how many arcs marked by 1 are there;{'user_input': 'how many arcs marked by 1 are there', 'intent': 'fsa-practical', 'argument': 'transition', 'dialogue_act': 'Ta:request', 'frame': {'numberOfTransitions': '?'}};{'intent': 'fsa-practical', 'argument': 'transition', 'dialogue_acts_list': ['Ta:request'], 'correctedFrame': {}};0.0;The automaton has 5 transitions: q0 with value 1 goes to q1, q1 with value 1 goes to q2, q2 with value 0 goes to q3, q3 with value 0 goes to q4, q4 with value 0 goes to q0.;[{'style_name': 'stroke', 'style_value': '#04ed00', 'symbol': 'simbolo-q0-q1'}, {'style_name': 'stroke', 'style_value': '#04ed00', 'symbol': 'simbolo-q1-q2'}, {'style_name': 'stroke', 'style_value': '#04ed00', 'symbol': 'simbolo-q2-q3'}, {'style_name': 'stroke', 'style_value': '#04ed00', 'symbol': 'simbolo-q3-q4'}, {'style_name': 'stroke', 'style_value': '#04ed00', 'symbol': 'simbolo-q4-q0'}]
what are the patterns;{'user_input': 'what are the patterns', 'intent': 'fsa-practical', 'argument': 'pattern', 'dialogue_act': 'Ta:request', 'frame': {'patternType': '?'}};{};0.0;Could you be more specific?;[]
patterns among arc;{'user_input': 'patterns among arc', 'intent': 'fsa-practical', 'argument': 'pattern', 'dialogue_act': 'Ta:propositionalQuestion', 'frame': {'patternType': '?'}};{};0.0;Could you be more specific?;[]
patterns among arcs;{'user_input': 'patterns among arcs', 'intent': 'fsa-practical', 'argument': 'pattern', 'dialogue_act': 'Ta:request', 'frame': {'patternType': '?'}};{};0.0;Could you be more specific?;[]
describe the shape of the automaton;{'user_input': 'describe the shape of the automaton', 'intent': 'fsa-practical', 'argument': 'automaton', 'dialogue_act': 'Ta:request', 'frame': {}};{'intent': 'fsa-practical', 'argument': 'automaton', 'dialogue_acts_list': ['Ta:request'], 'correctedFrame': {}};1.0;The automaton accepts zero or more words formed by a sequence of the type 11000. In total there are 5 states: q0, q1, q2, q3 e q4. q0 is both the initial and the final state. The transitions are: q0 with value 1 goes to q1, q1 with value 1 goes to q2, q2 with value 0 goes to q3, q3 with value 0 goes to q4, q4 with value 0 goes to q0.;[]
transition diagram;{'user_input': 'transition diagram', 'intent': 'fsa-practical', 'argument': 'transition', 'dialogue_act': 'Ta:request', 'frame': {'transitions': []}};{'intent': 'fsa-practical', 'argument': 'transition', 'dialogue_acts_list': ['Ta:request'], 'correctedFrame': {}};0.0;The automaton has 5 transitions: q0 with value 1 goes to q1, q1 with value 1 goes to q2, q2 with value 0 goes to q3, q3 with value 0 goes to q4, q4 with value 0 goes to q0.;[{'style_name': 'stroke', 'style_value': '#04ed00', 'symbol': 'simbolo-q0-q1'}, {'style_name': 'stroke', 'style_value': '#04ed00', 'symbol': 'simbolo-q1-q2'}, {'style_name': 'stroke', 'style_value': '#04ed00', 'symbol': 'simbolo-q2-q3'}, {'style_name': 'stroke', 'style_value': '#04ed00', 'symbol': 'simbolo-q3-q4'}, {'style_name': 'stroke', 'style_value': '#04ed00', 'symbol': 'simbolo-q4-q0'}]
